年度,公司代號,公司名稱,員工人數,薪資中位數_仟元,平均薪資_仟元
111,6166,凌華,999.0,950.0,1045.0
112,6166,凌華,1078.0,963.0,1089.0
113,6166,凌華,1059.0,954.0,1092.0
114,6166,凌華,992.0,990.0,1127.0
107,6167,久正,234.0,,522.0
108,6167,久正,235.0,473.0,555.0
110,6167,久正,223.0,457.0,505.0
111,6167,久正,221.0,518.0,565.0
112,6167,久正,214.0,565.0,635.0
113,6167,久正,202.0,523.0,599.0
114,6167,久正,198.0,532.0,590.0
107,6168,宏齊,597.0,,712.0
108,6168,宏齊,584.0,587.0,659.0
109,6168,宏齊,541.0,623.0,697.0
110,6168,宏齊,531.0,702.0,802.0
111,6168,宏齊,513.0,675.0,779.0
112,6168,宏齊,493.0,607.0,710.0
113,6168,宏齊,485.0,647.0,766.0
114,6168,宏齊,514.0,677.0,798.0
107,6173,信昌電,627.0,,703.0
108,6173,信昌電,575.0,605.0,700.0
109,6173,信昌電,618.0,651.0,793.0
110,6173,信昌電,666.0,680.0,847.0
111,6173,信昌電,714.0,555.0,750.0
112,6173,信昌電,679.0,623.0,715.0
113,6173,信昌電,640.0,667.0,751.0
114,6173,信昌電,638.0,705.0,797.0
107,6174,安碁,225.0,,483.0
108,6174,安碁,215.0,389.0,444.0
109,6174,安碁,194.0,415.0,466.0
110,6174,安碁,180.0,528.0,582.0
111,6174,安碁,215.0,483.0,550.0
112,6174,安碁,207.0,453.0,507.0
113,6174,安碁,207.0,492.0,553.0
114,6174,安碁,215.0,608.0,629.0
107,6175,立敦,64.0,,647.0
108,6175,立敦,64.0,604.0,627.0
109,6175,立敦,63.0,633.0,638.0
110,6175,立敦,65.0,722.0,737.0
111,6175,立敦,69.0,749.0,810.0
112,6175,立敦,75.0,679.0,723.0
113,6175,立敦,66.0,699.0,780.0
114,6175,立敦,54.0,797.0,844.0
107,6176,瑞儀,1039.0,,808.0
108,6176,瑞儀,1047.0,797.0,1069.0
109,6176,瑞儀,982.0,826.0,1064.0
110,6176,瑞儀,912.0,919.0,1195.0
111,6176,瑞儀,898.0,1043.0,1445.0
112,6176,瑞儀,849.0,960.0,1214.0
113,6176,瑞儀,856.0,1129.0,1558.0
114,6176,瑞儀,957.0,996.0,1256.0
107,6182,合晶,899.0,,772.0
108,6182,合晶,921.0,647.0,724.0
109,6182,合晶,937.0,650.0,717.0
110,6182,合晶,952.0,709.0,776.0
111,6182,合晶,947.0,796.0,875.0
112,6182,合晶,987.0,671.0,728.0
113,6182,合晶,972.0,660.0,722.0
114,6182,合晶,965.0,690.0,765.0
107,6185,幃翔,26.0,,507.0
108,6185,幃翔,24.0,478.0,510.0
109,6185,幃翔,22.0,424.0,455.0
110,6185,幃翔,17.0,398.0,477.0
111,6185,幃翔,15.0,505.0,536.0
112,6185,幃翔,16.0,596.0,589.0
113,6185,幃翔,17.0,618.0,665.0
114,6185,幃翔,15.0,599.0,645.0
107,6187,萬潤,196.0,,1148.0
108,6187,萬潤,201.0,953.0,1103.0
109,6187,萬潤,218.0,854.0,932.0
113,6187,萬潤,324.0,1138.0,1347.0
114,6187,萬潤,357.0,1202.0,1425.0
107,6188,廣明,205.0,,1135.0
108,6188,廣明,154.0,1001.0,1174.0
109,6188,廣明,151.0,1052.0,1253.0
110,6188,廣明,149.0,1141.0,1428.0
111,6188,廣明,167.0,1202.0,1485.0
112,6188,廣明,198.0,1269.0,1549.0
113,6188,廣明,175.0,1312.0,1469.0
114,6188,廣明,170.0,1493.0,1678.0
107,6191,精成科,94.0,,1143.0
108,6191,精成科,83.0,1190.0,1579.0
109,6191,精成科,69.0,1617.0,1938.0
110,6191,精成科,64.0,1787.0,2164.0
111,6191,精成科,65.0,1553.0,1952.0
112,6191,精成科,62.0,1714.0,2094.0
113,6191,精成科,62.0,1686.0,2125.0
114,6191,精成科,65.0,1677.0,2054.0
107,6194,育富,4.0,,574.0
108,6194,育富,4.0,554.0,573.0
109,6194,育富,4.0,554.0,575.0
110,6194,育富,4.0,553.0,574.0
111,6194,育富,4.0,554.0,574.0
112,6194,育富,4.0,554.0,574.0
113,6194,育富,4.0,596.0,619.0
114,6194,育富,4.0,560.0,584.0
107,6197,佳必琪,126.0,,870.0
108,6197,佳必琪,136.0,660.0,879.0
109,6197,佳必琪,164.0,728.0,881.0
110,6197,佳必琪,190.0,784.0,890.0
111,6197,佳必琪,228.0,654.0,859.0
112,6197,佳必琪,248.0,763.0,932.0
113,6197,佳必琪,266.0,860.0,1070.0
114,6197,佳必琪,262.0,929.0,1108.0
110,6198,瑞築,8.0,673.0,797.0
111,6198,瑞築,9.0,643.0,752.0
107,6202,盛群,354.0,,1448.0
108,6202,盛群,371.0,1119.0,1220.0
109,6202,盛群,382.0,1503.0,1620.0
110,6202,盛群,411.0,1796.0,2036.0
111,6202,盛群,424.0,1642.0,1348.0
112,6202,盛群,409.0,1100.0,1185.0
113,6202,盛群,377.0,1149.0,1243.0
114,6202,盛群,305.0,1242.0,1333.0
107,6203,海韻電,78.0,,688.0
108,6203,海韻電,80.0,738.0,829.0
109,6203,海韻電,96.0,849.0,978.0
110,6203,海韻電,110.0,736.0,900.0
111,6203,海韻電,103.0,687.0,884.0
112,6203,海韻電,99.0,780.0,945.0
113,6203,海韻電,99.0,833.0,957.0
114,6203,海韻電,90.0,966.0,1083.0
107,6204,艾華,78.0,,562.0
108,6204,艾華,81.0,469.0,569.0
109,6204,艾華,78.0,471.0,539.0
110,6204,艾華,77.0,488.0,540.0
111,6204,艾華,65.0,540.0,641.0
112,6204,艾華,50.0,519.0,595.0
113,6204,艾華,39.0,588.0,666.0
114,6204,艾華,35.0,645.0,713.0
107,6205,詮欣,141.0,,765.0
108,6205,詮欣,133.0,563.0,709.0
109,6205,詮欣,142.0,535.0,688.0
110,6205,詮欣,153.0,589.0,749.0
111,6205,詮欣,150.0,639.0,843.0
112,6205,詮欣,167.0,539.0,739.0
113,6205,詮欣,165.0,659.0,796.0
114,6205,詮欣,172.0,636.0,715.0
107,6206,飛捷,421.0,,785.0
108,6206,飛捷,379.0,600.0,789.0
109,6206,飛捷,355.0,647.0,796.0
110,6206,飛捷,344.0,721.0,894.0
111,6206,飛捷,384.0,738.0,1006.0
112,6206,飛捷,378.0,671.0,841.0
113,6206,飛捷,393.0,756.0,957.0
114,6206,飛捷,395.0,786.0,954.0
107,6207,雷科,190.0,,659.0
108,6207,雷科,186.0,517.0,548.0
109,6207,雷科,170.0,567.0,601.0
110,6207,雷科,174.0,632.0,678.0
111,6207,雷科,174.0,621.0,690.0
112,6207,雷科,177.0,637.0,703.0
113,6207,雷科,184.0,650.0,722.0
114,6207,雷科,178.0,633.0,692.0
107,6208,日揚,272.0,,827.0
108,6208,日揚,289.0,755.0,836.0
109,6208,日揚,299.0,763.0,855.0
110,6208,日揚,310.0,784.0,923.0
111,6208,日揚,392.0,826.0,975.0
112,6208,日揚,435.0,784.0,953.0
113,6208,日揚,450.0,755.0,897.0
114,6208,日揚,459.0,737.0,853.0
107,6209,今國光,729.0,,453.0
108,6209,今國光,747.0,425.0,473.0
109,6209,今國光,759.0,448.0,490.0
110,6209,今國光,828.0,467.0,511.0
111,6209,今國光,776.0,483.0,531.0
112,6209,今國光,784.0,459.0,504.0
113,6209,今國光,718.0,464.0,504.0
114,6209,今國光,642.0,542.0,522.0
107,6210,慶生,271.0,,600.0
108,6210,慶生,266.0,571.0,623.0
109,6210,慶生,274.0,561.0,606.0
110,6210,慶生,260.0,568.0,610.0
111,6210,慶生,254.0,571.0,621.0
112,6210,慶生,248.0,530.0,566.0
113,6210,慶生,228.0,534.0,560.0
114,6210,慶生,221.0,572.0,599.0
107,6213,聯茂,372.0,,695.0
108,6213,聯茂,378.0,659.0,801.0
109,6213,聯茂,437.0,643.0,851.0
110,6213,聯茂,406.0,609.0,872.0
111,6213,聯茂,366.0,546.0,663.0
112,6213,聯茂,364.0,572.0,661.0
113,6213,聯茂,365.0,604.0,777.0
114,6213,聯茂,379.0,619.0,833.0
107,6217,中探針,208.0,,683.0
108,6217,中探針,212.0,562.0,676.0
109,6217,中探針,216.0,529.0,680.0
110,6217,中探針,248.0,484.0,648.0
111,6217,中探針,255.0,531.0,649.0
112,6217,中探針,235.0,555.0,694.0
113,6217,中探針,216.0,583.0,674.0
114,6217,中探針,198.0,559.0,668.0
107,6220,岳豐,87.0,,653.0
108,6220,岳豐,95.0,586.0,642.0
109,6220,岳豐,131.0,634.0,712.0
110,6220,岳豐,143.0,600.0,645.0
111,6220,岳豐,143.0,648.0,821.0
112,6220,岳豐,115.0,496.0,544.0
113,6220,岳豐,113.0,674.0,772.0
114,6220,岳豐,114.0,663.0,744.0
107,6222,立軒,11.0,,639.0
108,6222,立軒,14.0,503.0,497.0
110,6222,上揚,18.0,463.0,457.0
111,6222,上揚,6.0,346.0,472.0
112,6222,上揚,5.0,529.0,501.0
113,6222,立軒,5.0,550.0,511.0
114,6222,立軒,3.0,653.0,552.0
107,6223,旺矽,1540.0,,947.0
108,6223,旺矽,1529.0,868.0,1003.0
109,6223,旺矽,1537.0,995.0,1154.0
110,6223,旺矽,1594.0,1008.0,1156.0
111,6223,旺矽,1619.0,1103.0,1266.0
112,6223,旺矽,1665.0,1167.0,1326.0
113,6223,旺矽,1764.0,1332.0,1576.0
114,6223,旺矽,1955.0,1501.0,1690.0
107,6224,聚鼎,195.0,,783.0
108,6224,聚鼎,192.0,709.0,788.0
109,6224,聚鼎,200.0,793.0,885.0
110,6224,聚鼎,241.0,798.0,949.0
111,6224,聚鼎,270.0,681.0,796.0
112,6224,聚鼎,241.0,696.0,831.0
113,6224,聚鼎,212.0,774.0,898.0
114,6224,聚鼎,257.0,731.0,872.0
107,6225,天瀚,6.0,,603.0
108,6225,天瀚,4.0,642.0,1165.0
109,6225,天瀚,4.0,969.0,935.0
110,6225,天瀚,4.0,1055.0,1015.0
111,6225,天瀚,4.0,1007.0,991.0
112,6225,天瀚,2.0,763.0,763.0
113,6225,天瀚,4.0,755.0,617.0
114,6225,天瀚,15.0,699.0,863.0
107,6226,光鼎,38.0,,747.0
108,6226,光鼎,40.0,745.0,781.0
109,6226,光鼎,41.0,612.0,728.0
110,6226,光鼎,38.0,711.0,859.0
111,6226,光鼎,40.0,695.0,854.0
112,6226,光鼎,38.0,616.0,765.0
113,6226,光鼎,35.0,716.0,850.0
114,6226,光鼎,38.0,687.0,830.0
107,6228,全譜,31.0,,630.0
108,6228,全譜,27.0,609.0,646.0
109,6228,全譜,27.0,577.0,625.0
110,6228,全譜,28.0,560.0,625.0
111,6228,全譜,28.0,582.0,637.0
112,6228,全譜,26.0,596.0,659.0
113,6228,全譜,27.0,605.0,615.0
114,6228,全譜,23.0,592.0,653.0
107,6229,研通,24.0,,838.0
108,6229,研通,23.0,804.0,868.0
109,6229,研通,23.0,834.0,832.0
110,6229,研通,21.0,965.0,1110.0
111,6229,研通,23.0,837.0,891.0
112,6229,研通,24.0,754.0,762.0
113,6229,研通,26.0,836.0,946.0
114,6229,研通,25.0,807.0,890.0
107,6230,尼得科超眾,320.0,,628.0
108,6230,尼得科超眾,402.0,484.0,636.0
109,6230,尼得科超眾,461.0,539.0,647.0
110,6230,尼得科超眾,513.0,553.0,685.0
111,6230,尼得科超眾,543.0,556.0,741.0
112,6230,尼得科超眾,523.0,713.0,867.0
113,6230,尼得科超眾,359.0,742.0,867.0
114,6230,尼得科超眾,329.0,773.0,903.0
107,6233,旺玖,95.0,,1112.0
108,6233,旺玖,89.0,970.0,1108.0
109,6233,旺玖,83.0,1011.0,1155.0
110,6233,旺玖,69.0,1028.0,1138.0
111,6233,旺玖,71.0,1046.0,1155.0
112,6233,旺玖,75.0,1082.0,1205.0
113,6233,旺玖,76.0,1061.0,1180.0
114,6233,旺玖,73.0,1148.0,1268.0
107,6234,高僑,136.0,,536.0
108,6234,高僑,145.0,391.0,533.0
110,6234,高僑,134.0,457.0,578.0
111,6234,高僑,144.0,435.0,572.0
112,6234,高僑,143.0,435.0,616.0
113,6234,高僑,142.0,500.0,599.0
114,6234,高僑,141.0,551.0,634.0
107,6235,華孚,48.0,,803.0
108,6235,華孚,47.0,654.0,788.0
109,6235,華孚,48.0,711.0,903.0
110,6235,華孚,44.0,729.0,932.0
111,6235,華孚,39.0,702.0,897.0
112,6235,華孚,40.0,735.0,997.0
113,6235,華孚,37.0,911.0,994.0
114,6235,華孚,36.0,784.0,839.0
107,6237,驊訊,114.0,,1103.0
108,6237,驊訊,132.0,1048.0,1166.0
109,6237,驊訊,118.0,1107.0,1214.0
110,6237,驊訊,126.0,1261.0,1362.0
111,6237,驊訊,121.0,1100.0,1210.0
112,6237,驊訊,126.0,1115.0,1220.0
113,6237,驊訊,129.0,1132.0,1178.0
114,6237,驊訊,119.0,1173.0,1290.0
107,6239,力成,10271.0,,749.0
108,6239,力成,9992.0,625.0,768.0
109,6239,力成,11120.0,652.0,803.0
110,6239,力成,10908.0,734.0,891.0
111,6239,力成,11087.0,688.0,863.0
112,6239,力成,10723.0,635.0,804.0
113,6239,力成,10995.0,689.0,869.0
114,6239,力成,11215.0,702.0,873.0
107,6243,迅杰,59.0,,1146.0
108,6243,迅杰,55.0,1142.0,1135.0
109,6243,迅杰,58.0,1191.0,1212.0
110,6243,迅杰,59.0,1167.0,1211.0
111,6243,迅杰,59.0,1327.0,1440.0
112,6243,迅杰,61.0,1337.0,1489.0
113,6243,迅杰,66.0,1355.0,1513.0
114,6243,迅杰,69.0,1202.0,1343.0
107,6244,茂迪,1933.0,,641.0
108,6244,茂迪,586.0,657.0,787.0
110,6244,茂迪,596.0,642.0,726.0
111,6244,茂迪,613.0,635.0,737.0
112,6244,茂迪,605.0,576.0,713.0
113,6244,茂迪,498.0,591.0,736.0
114,6244,茂迪,444.0,599.0,720.0
107,6246,臺龍,20.0,,704.0
108,6246,臺龍,18.0,684.0,689.0
110,6246,臺龍,17.0,726.0,754.0
111,6246,臺龍,15.0,713.0,750.0
112,6246,臺龍,17.0,704.0,701.0
113,6246,臺龍,17.0,714.0,720.0
114,6246,臺龍,15.0,798.0,794.0
107,6257,矽格,1783.0,,646.0
108,6257,矽格,1830.0,563.0,707.0
109,6257,矽格,2027.0,568.0,710.0
110,6257,矽格,2263.0,588.0,760.0
111,6257,矽格,2297.0,631.0,806.0
112,6257,矽格,2190.0,634.0,770.0
113,6257,矽格,2186.0,682.0,858.0
114,6257,矽格,2258.0,702.0,860.0
107,6259,百徽,22.0,,632.0
108,6259,百徽,22.0,636.0,617.0
109,6259,百徽,20.0,584.0,653.0
110,6259,百徽,19.0,641.0,652.0
111,6259,百徽,19.0,760.0,711.0
112,6259,百徽,19.0,720.0,717.0
113,6259,百徽,17.0,902.0,984.0
114,6259,百徽,18.0,979.0,1030.0
107,6261,久元,982.0,,809.0
108,6261,久元,943.0,651.0,764.0
109,6261,久元,898.0,612.0,762.0
110,6261,久元,971.0,808.0,959.0
111,6261,久元,992.0,828.0,1030.0
112,6261,久元,973.0,765.0,992.0
113,6261,久元,940.0,885.0,1040.0
114,6261,久元,960.0,889.0,1046.0
107,6266,泰詠,318.0,,616.0
108,6266,泰詠,394.0,537.0,589.0
109,6266,泰詠,387.0,515.0,563.0
110,6266,泰詠,351.0,590.0,625.0
111,6266,泰詠,379.0,587.0,637.0
112,6266,泰詠,455.0,542.0,638.0
113,6266,泰詠,444.0,584.0,667.0
114,6266,泰詠,436.0,694.0,728.0
107,6269,台郡,1622.0,,630.0
108,6269,台郡,1583.0,545.0,631.0
109,6269,台郡,1782.0,568.0,638.0
110,6269,台郡,2092.0,560.0,632.0
111,6269,台郡,2212.0,578.0,650.0
112,6269,台郡,2302.0,570.0,647.0
113,6269,台郡,1980.0,549.0,648.0
114,6269,台郡,1841.0,572.0,663.0
107,6271,同欣電,1615.0,,715.0
108,6271,同欣電,1667.0,554.0,727.0
109,6271,同欣電,1791.0,620.0,847.0
110,6271,同欣電,1841.0,620.0,893.0
111,6271,同欣電,2577.0,648.0,840.0
112,6271,同欣電,2458.0,674.0,948.0
113,6271,同欣電,2246.0,765.0,901.0
114,6271,同欣電,2206.0,778.0,935.0
114,6272,驊陞,120.0,1246.0,1320.0
107,6274,台燿,913.0,,783.0
108,6274,台燿,1030.0,650.0,787.0
109,6274,台燿,1088.0,675.0,803.0
110,6274,台燿,1042.0,744.0,853.0
111,6274,台燿,1004.0,685.0,789.0
112,6274,台燿,941.0,684.0,786.0
113,6274,台燿,936.0,858.0,952.0
114,6274,台燿,1007.0,907.0,1028.0
107,6275,元山,322.0,,532.0
108,6275,元山,398.0,417.0,512.0
109,6275,元山,401.0,413.0,543.0
110,6275,元山,435.0,472.0,604.0
111,6275,元山,459.0,424.0,558.0
112,6275,元山,470.0,460.0,582.0
113,6275,元山,503.0,474.0,579.0
114,6275,元山,484.0,514.0,641.0
107,6276,安鈦克,21.0,,806.0
108,6276,安鈦克,22.0,710.0,836.0
109,6276,安鈦克,22.0,821.0,895.0
110,6276,安鈦克,25.0,707.0,813.0
111,6276,安鈦克,25.0,712.0,810.0
112,6276,安鈦克,25.0,723.0,823.0
113,6276,安鈦克,22.0,749.0,789.0
114,6276,安鈦克,23.0,743.0,817.0
107,6277,宏正,605.0,,1174.0
108,6277,宏正,659.0,874.0,1036.0
109,6277,宏正,662.0,923.0,1098.0
110,6277,宏正,651.0,929.0,1087.0
111,6277,宏正,624.0,1015.0,1203.0
112,6277,宏正,665.0,948.0,1115.0
113,6277,宏正,655.0,954.0,1125.0
114,6277,宏正,646.0,993.0,1148.0
107,6278,台表科,664.0,,546.0
108,6278,台表科,806.0,490.0,591.0
109,6278,台表科,958.0,513.0,628.0
110,6278,台表科,899.0,539.0,665.0
111,6278,台表科,812.0,576.0,708.0
112,6278,台表科,822.0,514.0,655.0
113,6278,台表科,779.0,544.0,694.0
114,6278,台表科,749.0,589.0,747.0
107,6279,胡連,443.0,,659.0
108,6279,胡連,423.0,604.0,661.0
109,6279,胡連,402.0,626.0,693.0
110,6279,胡連,399.0,714.0,807.0
111,6279,胡連,399.0,678.0,924.0
112,6279,胡連,509.0,671.0,819.0
113,6279,胡連,574.0,684.0,832.0
114,6279,胡連,623.0,694.0,832.0
107,6282,康舒,1197.0,,869.0
108,6282,康舒,1277.0,789.0,958.0
109,6282,康舒,1457.0,777.0,983.0
110,6282,康舒,1530.0,767.0,988.0
111,6282,康舒,1503.0,892.0,1119.0
112,6282,康舒,1609.0,864.0,1065.0
113,6282,康舒,1486.0,895.0,1091.0
114,6282,康舒,1423.0,983.0,1200.0
107,6284,佳邦,613.0,,664.0
108,6284,佳邦,449.0,466.0,502.0
109,6284,佳邦,540.0,521.0,536.0
110,6284,佳邦,720.0,562.0,592.0
111,6284,佳邦,812.0,493.0,618.0
112,6284,佳邦,862.0,610.0,696.0
113,6284,佳邦,869.0,651.0,789.0
114,6284,佳邦,844.0,586.0,766.0
110,6287,元隆,415.0,478.0,566.0
111,6287,元隆,401.0,489.0,597.0
112,6287,元隆,411.0,516.0,601.0
107,6290,良維,51.0,,894.0
108,6290,良維,47.0,720.0,971.0
109,6290,良維,47.0,777.0,1013.0
110,6290,良維,49.0,789.0,1008.0
111,6290,良維,49.0,841.0,1085.0
112,6290,良維,52.0,805.0,1080.0
113,6290,良維,52.0,850.0,1117.0
114,6290,良維,50.0,898.0,1141.0
107,6291,沛亨,54.0,,891.0
108,6291,沛亨,33.0,946.0,1055.0
109,6291,沛亨,21.0,918.0,923.0
110,6291,沛亨,21.0,971.0,960.0
111,6291,沛亨,22.0,964.0,1005.0
112,6291,沛亨,20.0,922.0,899.0
113,6291,沛亨,17.0,1037.0,933.0
114,6291,沛亨,17.0,1038.0,965.0
107,6292,迅德,36.0,,1085.0
108,6292,迅德,35.0,781.0,1123.0
109,6292,迅德,38.0,757.0,924.0
110,6292,迅德,38.0,667.0,880.0
111,6292,迅德,39.0,692.0,997.0
112,6292,迅德,37.0,934.0,1304.0
113,6292,迅德,37.0,860.0,911.0
114,6292,迅德,35.0,838.0,907.0
107,6405,悅城,395.0,,522.0
108,6405,悅城,310.0,512.0,551.0
109,6405,悅城,263.0,548.0,578.0
110,6405,悅城,250.0,648.0,669.0
111,6405,悅城,248.0,548.0,592.0
112,6405,悅城,194.0,469.0,537.0
113,6405,悅城,111.0,459.0,557.0
114,6405,悅城,34.0,629.0,756.0
107,6411,晶焱,85.0,,2409.0
108,6411,晶焱,88.0,805.0,2323.0
109,6411,晶焱,100.0,794.0,2271.0
110,6411,晶焱,110.0,837.0,2976.0
111,6411,晶焱,112.0,1459.0,1810.0
112,6411,晶焱,120.0,1592.0,1951.0
113,6411,晶焱,129.0,1687.0,2013.0
114,6411,晶焱,117.0,1636.0,1980.0
107,6412,群電,641.0,,1322.0
108,6412,群電,701.0,1182.0,1415.0
109,6412,群電,764.0,1297.0,1488.0
110,6412,群電,768.0,1352.0,1616.0
111,6412,群電,716.0,1537.0,1771.0
112,6412,群電,742.0,1626.0,1830.0
113,6412,群電,781.0,1691.0,1888.0
114,6412,群電,805.0,1500.0,1613.0
107,6414,樺漢,170.0,,1099.0
108,6414,樺漢,162.0,1020.0,1124.0
109,6414,樺漢,155.0,907.0,966.0
110,6414,樺漢,152.0,1044.0,1118.0
111,6414,樺漢,153.0,1163.0,1287.0
112,6414,樺漢,172.0,1136.0,1347.0
113,6414,樺漢,171.0,1256.0,1449.0
114,6414,樺漢,187.0,1291.0,1449.0
107,6418,詠昇,41.0,,504.0
108,6418,詠昇,42.0,495.0,538.0
109,6418,詠昇,40.0,477.0,497.0
110,6418,詠昇,39.0,474.0,502.0
111,6418,詠昇,39.0,531.0,556.0
112,6418,詠昇,37.0,547.0,584.0
113,6418,詠昇,34.0,559.0,604.0
114,6418,詠昇,32.0,558.0,638.0
107,6419,京晨科,71.0,,830.0
108,6419,京晨科,104.0,504.0,730.0
110,6419,京晨科,42.0,602.0,756.0
111,6419,京晨科,35.0,552.0,742.0
112,6419,京晨科,29.0,683.0,829.0
113,6419,京晨科,24.0,784.0,881.0
114,6419,京晨科,22.0,802.0,913.0
113,6423,億而得-創,55.0,1160.0,1247.0
114,6423,億而得,62.0,1158.0,1227.0
107,6432,今展科,66.0,,793.0
108,6432,今展科,64.0,642.0,717.0
109,6432,今展科,70.0,658.0,746.0
110,6432,今展科,77.0,760.0,842.0
111,6432,今展科,79.0,675.0,778.0
112,6432,今展科,74.0,686.0,790.0
113,6432,今展科,72.0,717.0,823.0
114,6432,今展科,66.0,710.0,816.0
107,6435,大中,64.0,,1665.0
108,6435,大中,65.0,1167.0,1293.0
109,6435,大中,72.0,1409.0,1525.0
110,6435,大中,80.0,1829.0,1983.0
111,6435,大中,85.0,1879.0,1925.0
112,6435,大中,93.0,1427.0,1478.0
113,6435,大中,92.0,1623.0,1698.0
114,6435,大中,92.0,1853.0,1881.0
107,6441,廣錠,83.0,,600.0
108,6441,廣錠,81.0,547.0,592.0
109,6441,廣錠,117.0,498.0,564.0
110,6441,廣錠,122.0,459.0,525.0
111,6441,廣錠,83.0,469.0,515.0
112,6441,廣錠,103.0,427.0,511.0
113,6441,廣錠,104.0,426.0,536.0
114,6441,廣錠,95.0,528.0,591.0
107,6443,元晶,1251.0,,482.0
108,6443,元晶,1017.0,424.0,507.0
109,6443,元晶,1042.0,485.0,572.0
110,6443,元晶,1213.0,479.0,568.0
111,6443,元晶,1542.0,479.0,571.0
112,6443,元晶,1706.0,476.0,561.0
113,6443,元晶,1483.0,491.0,588.0
114,6443,元晶,910.0,497.0,614.0
107,6449,鈺邦,69.0,,984.0
108,6449,鈺邦,73.0,698.0,879.0
109,6449,鈺邦,86.0,800.0,977.0
110,6449,鈺邦,92.0,777.0,984.0
111,6449,鈺邦,103.0,816.0,1056.0
112,6449,鈺邦,109.0,788.0,1096.0
113,6449,鈺邦,120.0,943.0,1272.0
114,6449,鈺邦,131.0,999.0,1368.0
110,6457,紘康,82.0,1746.0,1904.0
111,6457,紘康,81.0,1122.0,1245.0
112,6457,紘康,73.0,1006.0,1081.0
107,6462,神盾,158.0,,1486.0
108,6462,神盾,226.0,1284.0,1601.0
109,6462,神盾,348.0,1202.0,1470.0
110,6462,神盾,291.0,1228.0,1494.0
111,6462,神盾,261.0,1388.0,1735.0
112,6462,神盾,222.0,1310.0,1700.0
113,6462,神盾,209.0,1319.0,1657.0
114,6462,神盾,174.0,1335.0,1754.0
107,6477,安集,244.0,,466.0
108,6477,安集,236.0,438.0,463.0
109,6477,安集,242.0,472.0,494.0
110,6477,安集,219.0,461.0,480.0
111,6477,安集,197.0,562.0,599.0
112,6477,安集,214.0,480.0,526.0
113,6477,安集,136.0,505.0,557.0
114,6477,安集,92.0,613.0,641.0
107,6485,點序,217.0,,835.0
108,6485,點序,237.0,550.0,876.0
109,6485,點序,222.0,771.0,968.0
110,6485,點序,195.0,874.0,1076.0
111,6485,點序,226.0,1108.0,1375.0
112,6485,點序,256.0,1067.0,1262.0
113,6485,點序,268.0,974.0,1140.0
114,6485,點序,285.0,950.0,1127.0
107,6488,環球晶,576.0,,1409.0
108,6488,環球晶,601.0,1460.0,1489.0
109,6488,環球晶,1453.0,1068.0,1104.0
110,6488,環球晶,1563.0,1124.0,1205.0
111,6488,環球晶,1593.0,1228.0,1307.0
112,6488,環球晶,1618.0,1280.0,1386.0
113,6488,環球晶,1638.0,1101.0,1205.0
114,6488,環球晶,1552.0,1145.0,1216.0
107,6494,九齊,110.0,,1154.0
108,6494,九齊,105.0,1111.0,1277.0
109,6494,九齊,107.0,1177.0,1316.0
110,6494,九齊,109.0,1623.0,1875.0
111,6494,九齊,109.0,2349.0,2794.0
112,6494,九齊,115.0,2265.0,2459.0
113,6494,九齊,117.0,1520.0,1609.0
114,6494,九齊,118.0,1660.0,1759.0
114,6498,久禾光,29.0,808.0,1486.0
107,6510,精測,805.0,,996.0
108,6510,精測,850.0,887.0,967.0
109,6510,精測,928.0,917.0,1012.0
110,6510,精測,998.0,934.0,1006.0
111,6510,精測,1052.0,917.0,1002.0
112,6510,精測,1083.0,838.0,901.0
113,6510,精測,1036.0,843.0,931.0
114,6510,精測,1015.0,1047.0,1148.0
109,6515,穎崴,556.0,802.0,932.0
110,6515,穎崴,557.0,763.0,909.0
111,6515,穎崴,572.0,1105.0,1318.0
112,6515,穎崴,648.0,798.0,1081.0
113,6515,穎崴,741.0,915.0,1129.0
114,6515,穎崴,822.0,1284.0,1551.0
111,6517,保勝光學,230.0,448.0,505.0
112,6517,保勝光學,222.0,438.0,528.0
113,6517,保勝光學,208.0,474.0,563.0
114,6517,保勝光學,205.0,492.0,580.0
112,6526,達發,798.0,2347.0,2804.0
113,6526,達發,774.0,3049.0,3571.0
114,6526,達發,877.0,2805.0,3533.0
107,6531,愛普*,112.0,,1591.0
108,6531,愛普*,106.0,1312.0,1424.0
109,6531,愛普*,77.0,1254.0,1589.0
110,6531,愛普*,103.0,1999.0,2594.0
111,6531,愛普*,129.0,1674.0,2055.0
112,6531,愛普*,139.0,1573.0,2008.0
113,6531,愛普*,163.0,1523.0,1993.0
114,6531,愛普*,178.0,1707.0,2101.0
107,6532,瑞耘,119.0,,601.0
108,6532,瑞耘,116.0,558.0,607.0
109,6532,瑞耘,123.0,572.0,630.0
110,6532,瑞耘,115.0,583.0,640.0
111,6532,瑞耘,109.0,634.0,687.0
112,6532,瑞耘,127.0,594.0,653.0
113,6532,瑞耘,130.0,596.0,652.0
114,6532,瑞耘,122.0,655.0,734.0
107,6533,晶心科,142.0,,1328.0
108,6533,晶心科,161.0,1306.0,1517.0
109,6533,晶心科,174.0,1391.0,1539.0
110,6533,晶心科,192.0,1537.0,1824.0
111,6533,晶心科,254.0,2057.0,2517.0
112,6533,晶心科,343.0,1916.0,2269.0
113,6533,晶心科,374.0,1917.0,2298.0
